ticker,exchange,assetType,priceCurrency,startDate,endDate
A,NYSE,Stock,USD,1999-11-18,2021-03-10
AA,NYSE,Stock,USD,2016-11-01,2021-03-10
AA-W,NYSE,Stock,USD,2016-10-18,2016-11-08
AAA,NYSE ARCA,ETF,USD,2020-09-09,2021-03-10
AAACX,NASDAQ,Mutual Fund,USD,2019-10-01,2021-03-10
AAAP,NASDAQ,Stock,USD,2015-11-11,2018-02-20
AAAU,NYSE ARCA,ETF,USD,2018-08-15,2021-03-10
AABA,NASDAQ,Stock,USD,1996-04-12,2019-11-06
AAC,NYSE,Stock,USD,2014-10-02,2019-11-04
AAC-U,NYSE,Stock,USD,2021-02-02,2021-03-10
AACC,NASDAQ,Stock,USD,2004-02-05,2013-10-17
AACG,NASDAQ,Stock,USD,2008-01-29,2021-03-10
AACQ,NASDAQ,Stock,USD,2020-09-04,2021-03-10
AACQU,NASDAQ,Stock,USD,2020-07-14,2021-03-10
AACQW,NASDAQ,Stock,USD,2020-09-04,2021-03-10
AADR,NYSE ARCA,ETF,USD,2010-07-21,2021-03-10
AAI,NYSE,Stock,USD,2001-09-17,2011-11-30
AAIC,NYSE,Stock,USD,1997-12-23,2021-03-10
AAIC-P-B,NYSE,Stock,USD,2017-05-16,2021-03-10
AAIC-P-C,NYSE,Stock,USD,2019-03-06,2021-03-10
AAIDX,NASDAQ,Mutual Fund,USD,2019-01-30,2021-03-10
AAIT,NASDAQ,ETF,USD,2012-02-09,2015-08-31
AAL,NASDAQ,Stock,USD,2005-09-27,2021-03-10
AAMC,NYSE MKT,Stock,USD,2012-12-13,2021-03-10
AAME,NASDAQ,Stock,USD,1984-09-07,2021-03-10
AAMRQ,NYSE,Stock,USD,2001-01-02,2013-12-17
AAN,NYSE,Stock,USD,2020-11-25,2021-03-10
AAN-W,NYSE,Stock,USD,2020-11-25,2020-11-30
AAOI,NASDAQ,Stock,USD,2013-09-26,2021-03-10
AAON,NASDAQ,Stock,USD,1992-12-16,2021-03-10
AAP,NYSE,Stock,USD,2001-11-29,2021-03-10
AAPC,NASDAQ,Stock,USD,2015-04-29,2017-10-04
AAPL,NASDAQ,Stock,USD,1980-12-12,2021-03-10
AAT,NYSE,Stock,USD,2011-01-13,2021-03-10
AATI,NASDAQ,Stock,USD,2005-08-04,2012-01-27
AAU,NYSE MKT,Stock,USD,2005-12-20,2021-03-10
AAV,NYSE,Stock,USD,2004-03-31,2018-12-14
AAWW,NASDAQ,Stock,USD,2005-11-09,2021-03-10
AAXJ,NASDAQ,ETF,USD,2008-08-15,2021-03-10
AB,NYSE,Stock,USD,1988-04-15,2021-03-10
ABAX,NASDAQ,Stock,USD,1992-01-23,2018-08-01
ABB,NYSE,Stock,USD,2001-04-06,2021-03-10
ABBC,NASDAQ,Stock,USD,2004-12-17,2011-10-10
ABBV,NYSE,Stock,USD,2013-01-02,2021-03-10
ABC,NYSE,Stock,USD,1995-04-04,2021-03-10
ABCB,NASDAQ,Stock,USD,1994-05-19,2021-03-10
ABCD,NASDAQ,Stock,USD,2009-12-09,2018-12-18
ABCL,NASDAQ,Stock,USD,2020-12-11,2021-03-10
ABCM,NASDAQ,Stock,USD,2010-12-03,2021-03-10
ABCO,NASDAQ,Stock,USD,2001-11-13,2017-11-17
ABCW,NASDAQ,Stock,USD,2016-01-04,2016-05-09
ABDC,NASDAQ,Stock,USD,2014-05-09,2020-01-31
ABE,NYSE MKT,ETF,USD,2001-01-02,2018-04-27
ABEO,NASDAQ,Stock,USD,1980-09-19,2021-03-10
ABEOW,NASDAQ,Stock,USD,2015-06-22,2019-12-20
ABEQ,NYSE ARCA,ETF,USD,2020-01-22,2021-03-10
ABEV,NYSE,Stock,USD,1997-03-05,2021-03-10
ABFS,NASDAQ,Stock,USD,1992-05-13,2014-05-13
ABG,NYSE,Stock,USD,2002-03-21,2021-03-10
ABGB,NASDAQ,Stock,USD,2016-01-04,2016-05-05
ABGBY,NASDAQ,Stock,USD,2016-05-02,2016-05-13
ABGI,NASDAQ,Stock,USD,2021-02-17,2021-03-10
ABI,NYSE ARCA,Stock,USD,2009-05-11,2014-05-15
ABII,NASDAQ,Stock,USD,2007-11-15,2010-10-25
ABILW,NASDAQ,Stock,USD,2016-01-04,2016-04-07
ABIO,NASDAQ,Stock,USD,1997-08-08,2021-03-10
ABLX,NASDAQ,Stock,USD,2017-10-20,2018-06-22
ABM,NYSE,Stock,USD,1984-07-19,2021-03-10
ABMD,NASDAQ,Stock,USD,1987-07-30,2021-03-10
ABNB,NASDAQ,Stock,USD,2020-12-10,2021-03-10
ABR,NYSE,Stock,USD,2004-04-07,2021-03-10
ABR-P-A,NYSE,Stock,USD,2014-09-22,2021-03-10
ABR-P-B,NYSE,Stock,USD,2014-09-22,2021-03-10
ABR-P-C,NYSE,Stock,USD,2014-02-24,2021-03-10
ABRN,NYSE,Stock,USD,2014-05-15,2018-04-26
ABST,NASDAQ,Stock,USD,2020-10-28,2021-03-10
ABT,NYSE,Stock,USD,1983-04-06,2021-03-10
ABTL,NASDAQ,Stock,USD,1999-03-26,2017-10-06
ABTX,NASDAQ,Stock,USD,2015-10-08,2021-03-10
ABUS,NASDAQ,Stock,USD,2015-08-03,2021-03-10
ABVA,NASDAQ,Stock,USD,2001-12-05,2013-01-07
ABVT,NYSE,Stock,USD,2010-12-02,2013-07-10
ABY,NASDAQ,Stock,USD,2014-06-13,2017-11-13
AC,NYSE,Stock,USD,2015-12-01,2021-03-10
ACA,NYSE,Stock,USD,2018-10-30,2021-03-10
ACAC,NASDAQ,Stock,USD,2020-12-21,2021-03-10
ACACU,NASDAQ,Stock,USD,2020-10-23,2021-03-10
ACACW,NASDAQ,Stock,USD,2020-12-15,2021-03-10
ACAD,NASDAQ,Stock,USD,2004-05-27,2021-03-10
ACAHU,NASDAQ,Stock,USD,2021-03-04,2021-03-10
ACAMU,NASDAQ,Stock,USD,2019-02-22,2021-01-21
ACAP,NASDAQ,Stock,USD,2001-01-02,2010-11-01
ACAS,NASDAQ,Stock,USD,1997-09-02,2017-01-11
ACAT,NASDAQ,Stock,USD,2001-01-02,2017-03-07
ACB,NYSE,Stock,USD,2014-07-11,2021-03-10
ACBI,NASDAQ,Stock,USD,2015-11-02,2021-03-10
ACC,NYSE,Stock,USD,2004-08-12,2021-03-10
ACCD,NASDAQ,Stock,USD,2020-07-02,2021-03-10
ACCL,NASDAQ,Stock,USD,1995-12-06,2014-05-06
ACCO,NYSE,Stock,USD,2005-08-17,2021-03-10
ACCU,NYSE ARCA,ETF,USD,2012-01-26,2015-01-20
ACEL,NYSE,Stock,USD,2019-11-21,2021-03-10
ACEL-WS,NYSE,Stock,USD,2019-11-21,2020-07-15
ACER,NASDAQ,Stock,USD,2017-09-22,2021-03-10
ACERW,NASDAQ,Stock,USD,2015-04-14,2018-04-05
ACES,NYSE ARCA,ETF,USD,2018-06-29,2021-03-10
ACET,NASDAQ,Stock,USD,2018-01-26,2021-03-10
ACETQ,NASDAQ,Stock,USD,1990-03-26,2019-10-01
ACEV,NASDAQ,Stock,USD,2020-09-21,2021-03-10
ACEVU,NASDAQ,Stock,USD,2020-07-28,2021-03-10
ACEVW,NASDAQ,Stock,USD,2020-09-17,2021-03-10
ACF,NYSE,Stock,USD,2010-09-30,2011-10-10
ACFC,NASDAQ,Stock,USD,2004-10-05,2018-05-29
ACG,NYSE,ETF,USD,1987-08-20,2016-04-26
ACGL,NASDAQ,Stock,USD,1995-09-14,2021-03-10
ACGLO,NASDAQ,Stock,USD,2017-08-15,2021-03-10
ACGLP,NASDAQ,Stock,USD,2016-09-23,2021-03-10
ACH,NYSE,Stock,USD,2001-12-11,2021-03-10
ACHC,NASDAQ,Stock,USD,1994-03-04,2021-03-10
ACHN,NASDAQ,Stock,USD,2006-11-09,2020-01-28
ACHV,NASDAQ,Stock,USD,1995-10-13,2021-03-10
ACI,NYSE,Stock,USD,2020-06-26,2021-03-10
ACI,NYSE,Stock,USD,1988-08-12,2016-01-11
ACIA,NASDAQ,Stock,USD,2016-05-13,2021-03-01
ACIC,NYSE,Stock,USD,2020-12-18,2021-03-10
ACIC-U,NYSE,Stock,USD,2020-10-28,2021-03-10
ACIC-WS,NYSE,Stock,USD,2020-12-18,2021-03-10
ACII-U,NYSE,Stock,USD,2021-02-04,2021-03-10
ACIU,NASDAQ,Stock,USD,2016-09-23,2021-03-10
ACIW,NASDAQ,Stock,USD,1995-02-27,2021-03-10
ACKIT,NASDAQ,Stock,USD,2021-02-04,2021-03-10
ACKIU,NASDAQ,Stock,USD,2020-12-21,2021-03-10
ACKIW,NASDAQ,Stock,USD,2021-02-04,2021-03-10
ACLI,NASDAQ,Stock,USD,2006-12-28,2010-12-31
ACLS,NASDAQ,Stock,USD,2000-07-11,2021-03-10
ACM,NYSE,Stock,USD,2007-05-10,2021-03-10
ACME,NASDAQ,Stock,USD,2016-01-08,2017-01-11
ACMP,NASDAQ,Stock,USD,2010-07-29,2015-02-02
ACMR,NASDAQ,Stock,USD,2017-11-03,2021-03-10
ACN,NYSE,Stock,USD,2001-07-19,2021-03-10
ACNB,NASDAQ,Stock,USD,1996-01-02,2021-03-10
ACND,NYSE,Stock,USD,2020-09-14,2021-03-10
ACND-U,NYSE,Stock,USD,2020-07-24,2021-03-10
ACND-WS,NYSE,Stock,USD,2020-09-14,2021-03-10
ACO,NYSE,Stock,USD,1987-08-13,2014-05-12
ACOM,NASDAQ,Stock,USD,2009-11-05,2013-01-14
ACOR,NASDAQ,Stock,USD,2006-02-10,2021-03-10
ACP,NYSE,ETF,USD,2011-01-27,2021-03-10
ACP-R,NYSE,Stock,USD,2019-10-14,2019-11-12
ACQRU,NASDAQ,Stock,USD,2021-03-09,2021-03-10
ACR,NYSE,Stock,USD,2006-02-07,2021-03-10
ACR-P-C,NYSE,Stock,USD,2014-06-06,2021-03-10
ACRE,NYSE,Stock,USD,2012-04-27,2021-03-10
ACRS,NASDAQ,Stock,USD,2015-10-07,2021-03-10
ACRX,NASDAQ,Stock,USD,2011-02-11,2021-03-10
ACS,NYSE,Stock,USD,2010-02-05,2011-02-14
ACSF,NASDAQ,Stock,USD,2014-01-16,2018-09-19
ACSG,NYSE ARCA,ETF,USD,2018-12-06,2021-03-10
ACST,NASDAQ,Stock,USD,2011-05-06,2021-03-10
ACTA,NASDAQ,Stock,USD,1999-08-05,2018-04-20
ACTC,NASDAQ,Stock,USD,2020-11-25,2021-03-10
ACTCU,NASDAQ,Stock,USD,2020-09-23,2021-03-10
ACTCW,NASDAQ,Stock,USD,2020-11-24,2021-03-10
ACTG,NASDAQ,Stock,USD,2002-12-16,2021-03-10
ACTI,NASDAQ,Stock,USD,1995-10-26,2011-02-17
ACTS,NASDAQ,Stock,USD,2005-11-30,2016-12-20
ACTT,NASDAQ,Stock,USD,2019-05-14,2020-06-24
ACTTU,NASDAQ,Stock,USD,2019-04-26,2020-06-24
ACTTW,NASDAQ,Stock,USD,2019-05-14,2020-06-24
ACTV,NYSE ARCA,ETF,USD,2020-10-27,2021-03-10
ACTV,NYSE,Stock,USD,2011-05-25,2013-11-18
ACTX,NASDAQ,ETF,USD,2015-04-29,2017-10-06
ACU,NYSE MKT,Stock,USD,1984-09-07,2021-03-10
ACV,NYSE,ETF,USD,2015-05-22,2021-03-10
ACVF,NYSE ARCA,ETF,USD,2020-10-29,2021-03-10
ACW,NYSE,Stock,USD,2010-03-03,2016-11-28
ACWF,NYSE ARCA,ETF,USD,2015-05-04,2021-03-10
ACWI,NASDAQ,ETF,USD,2008-03-28,2021-03-10
ACWX,NASDAQ,ETF,USD,2008-03-31,2021-03-10
ACXM,NASDAQ,Stock,USD,1984-09-07,2018-10-01
ACY,NYSE MKT,Stock,USD,1998-01-20,2021-03-10
ADAG,NASDAQ,Stock,USD,2021-02-09,2021-03-10
ADAP,NASDAQ,Stock,USD,2015-05-06,2021-03-10
ADBE,NASDAQ,Stock,USD,1986-08-14,2021-03-10
ADC,NYSE,Stock,USD,1994-04-15,2021-03-10
ADCC,NASDAQ,Stock,USD,2018-02-07,2018-12-12
ADCT,NYSE,Stock,USD,2020-05-15,2021-03-10
ADCT,NYSE,Stock,USD,2001-01-02,2010-12-20
ADEP,NASDAQ,Stock,USD,1995-12-15,2015-10-26
ADER,NASDAQ,Stock,USD,2021-03-08,2021-03-10
ADERU,NASDAQ,Stock,USD,2021-01-15,2021-03-10
ADERW,NASDAQ,Stock,USD,2021-03-09,2021-03-10
ADES,NASDAQ,Stock,USD,2004-01-23,2021-03-10
ADEX,NYSE,Stock,USD,2021-03-03,2021-03-10
ADEX-U,NYSE,Stock,USD,2021-01-12,2021-03-10
ADEX-WS,NYSE,Stock,USD,2021-03-03,2021-03-10
ADGE,NYSE,Stock,USD,2007-12-27,2017-07-14
ADGF,NASDAQ,Stock,USD,1998-07-10,2012-06-11
ADHD,NYSE,Stock,USD,2013-05-22,2017-11-15
ADI,NASDAQ,Stock,USD,1984-07-19,2021-03-10
ADIL,NASDAQ,Stock,USD,2018-07-27,2021-03-10
ADILW,NASDAQ,Stock,USD,2018-07-27,2021-03-10
ADK,NYSE,Stock,USD,2006-12-21,2017-10-02
ADK-P-A,NYSE MKT,Stock,USD,2014-09-22,2017-09-29
ADLR,NASDAQ,Stock,USD,2000-11-14,2011-12-22
ADM,NYSE,Stock,USD,1983-04-05,2021-03-10
ADMA,NASDAQ,Stock,USD,2013-10-17,2021-03-10
ADMP,NASDAQ,Stock,USD,1995-08-14,2021-03-10
ADMS,NASDAQ,Stock,USD,2014-04-10,2021-03-10
ADN,NASDAQ,Stock,USD,2019-01-23,2021-03-10
ADNC,NASDAQ,Stock,USD,2012-05-11,2015-07-09
ADNT,NYSE,Stock,USD,2016-10-31,2021-03-10
ADNT-W,NYSE,Stock,USD,2016-10-17,2016-10-28
ADNWW,NASDAQ,Stock,USD,2019-01-24,2021-03-10
ADOC,NASDAQ,Stock,USD,2020-12-10,2021-03-10
ADOCR,NASDAQ,Stock,USD,2020-12-10,2021-03-10
ADOCU,NASDAQ,Stock,USD,2020-11-10,2020-12-09
ADOCW,NASDAQ,Stock,USD,2020-12-10,2021-03-10
ADP,NASDAQ,Stock,USD,1983-04-06,2021-03-10
ADPI,NASDAQ,Stock,USD,2012-02-09,2012-02-28
ADPT,NASDAQ,Stock,USD,2019-06-27,2021-03-10
ADPT,NYSE,Stock,USD,2014-06-25,2017-04-20
ADPTQ,NYSE,Stock,USD,2014-06-25,2017-11-01
ADRA,NASDAQ,ETF,USD,2002-11-13,2020-02-14
ADRA-U,NYSE MKT,Stock,USD,2021-02-09,2021-03-10
ADRD,NASDAQ,ETF,USD,2002-11-13,2020-02-14
ADRE,NASDAQ,ETF,USD,2002-11-13,2021-03-10
ADRU,NASDAQ,ETF,USD,2002-11-13,2020-02-14
ADS,NYSE,Stock,USD,2001-06-15,2021-03-10
ADSK,NASDAQ,Stock,USD,1985-07-01,2021-03-10
ADSW,NYSE,Stock,USD,2016-10-06,2020-11-02
ADT,NYSE,Stock,USD,2018-01-19,2021-03-10
ADT,NYSE,Stock,USD,2012-09-28,2017-12-29
ADTN,NASDAQ,Stock,USD,1994-08-10,2021-03-10
ADTX,NASDAQ,Stock,USD,2020-06-30,2021-03-10
ADUS,NASDAQ,Stock,USD,2009-10-28,2021-03-10
ADV,NASDAQ,Stock,USD,2016-09-15,2021-03-10
ADVM,NASDAQ,Stock,USD,2016-01-04,2021-03-10
ADVNQ,NASDAQ,Stock,USD,1990-01-02,2012-03-14
ADVS,NASDAQ,Stock,USD,1995-11-16,2015-07-16
ADVWW,NASDAQ,Stock,USD,2016-09-15,2021-03-10
ADX,NYSE,ETF,USD,1984-07-19,2021-03-10
ADXN,NASDAQ,Stock,USD,2020-01-29,2021-03-10
ADXS,NASDAQ,Stock,USD,2005-07-28,2021-03-10
ADXSW,NASDAQ,Stock,USD,2013-10-17,2018-10-18
ADY,NYSE,Stock,USD,2006-05-26,2013-10-17
ADZ,NYSE ARCA,ETF,USD,2008-04-16,2018-08-09
AE,NYSE MKT,Stock,USD,1984-09-07,2021-03-10
AEA,NYSE,Stock,USD,2005-08-26,2013-05-01
AEAC,NASDAQ,Stock,USD,2021-03-08,2021-03-10
AEACU,NASDAQ,Stock,USD,2021-01-15,2021-03-10
AEACW,NASDAQ,Stock,USD,2021-03-08,2021-03-10
AEB,NYSE,Stock,USD,2005-11-23,2021-03-10
AEC,NYSE,Stock,USD,1993-11-11,2015-08-14
AED,NYSE,Stock,USD,2005-11-23,2019-06-14
AED-CL,NYSE,Stock,USD,2019-05-08,2019-06-14
AEE,NYSE,Stock,USD,1998-01-02,2021-03-10
AEF,NYSE MKT,ETF,USD,2001-01-02,2021-03-10
AEFC,NYSE,Stock,USD,2019-10-24,2021-03-10
AEG,NYSE,Stock,USD,1985-07-01,2021-03-10
AEGN,NASDAQ,Stock,USD,1989-04-24,2021-03-10
AEGR,NASDAQ,Stock,USD,2010-10-21,2016-12-07
AEH,NYSE,Stock,USD,2005-06-15,2019-12-13
AEH-CL,NYSE,Stock,USD,2019-10-25,2019-12-13
AEHL,NASDAQ,Stock,USD,2007-12-17,2021-03-10
AEHR,NASDAQ,Stock,USD,1997-08-15,2021-03-10
AEI,NASDAQ,Stock,USD,2020-11-24,2021-03-10
AEIS,NASDAQ,Stock,USD,1995-11-17,2021-03-10
AEK,NYSE,Stock,USD,2012-02-07,2018-05-14
AEL,NYSE,Stock,USD,2003-12-04,2021-03-10
AEL-P-A,NYSE,Stock,USD,2019-11-15,2021-03-10
AEL-P-B,NYSE,Stock,USD,2020-06-10,2021-03-10
AEM,NYSE,Stock,USD,1984-09-07,2021-03-10
AEMD,NASDAQ,Stock,USD,2001-01-02,2021-03-10
AENZ,NYSE,Stock,USD,2013-07-24,2021-03-10
AEO,NYSE,Stock,USD,1994-04-14,2021-03-10
AEP,NASDAQ,Stock,USD,1970-01-02,2021-03-10
AEP-P-C,NYSE,Stock,USD,2020-08-12,2020-09-30
AEPI,NASDAQ,Stock,USD,2001-01-02,2017-01-30
AEPPL,NASDAQ,Stock,USD,2019-03-15,2021-03-10
AEPPZ,NASDAQ,Stock,USD,2020-10-01,2021-03-10
AER,NYSE,Stock,USD,2006-11-21,2021-03-10
AERI,NASDAQ,Stock,USD,2013-10-25,2021-03-10
AERO,NASDAQ,Stock,USD,2007-01-08,2021-02-26
AERT,NASDAQ,Stock,USD,2001-01-02,2017-05-01
AES,NYSE,Stock,USD,1991-06-26,2021-03-10
AES-P-C,NYSE,Stock,USD,1991-06-26,2017-05-24
AES-P-C-CL,NYSE,Stock,USD,1991-06-26,2017-06-22
AESE,NASDAQ,Stock,USD,2017-10-25,2021-03-10
AET,NYSE,Stock,USD,1977-01-03,2018-11-28
AEUA,NYSE,Stock,USD,2015-06-11,2018-06-07
AEY,NASDAQ,Stock,USD,1996-05-30,2021-03-10
AEYE,NASDAQ,Stock,USD,2013-04-26,2021-03-10
AEZ,NYSE,Stock,USD,2003-01-21,2010-12-30
AEZS,NASDAQ,Stock,USD,2000-05-10,2021-03-10
AF,NYSE,Stock,USD,1993-11-18,2017-10-02
AF-P-C,NYSE,Stock,USD,1993-11-18,2017-09-29
AFA,NYSE,Stock,USD,2012-08-28,2017-08-24
AFAM,NASDAQ,Stock,USD,1993-02-19,2018-04-02
AFB,NYSE,ETF,USD,2002-01-29,2021-03-10
AFBI,NASDAQ,Stock,USD,2021-01-21,2021-03-10
AFC,NYSE,Stock,USD,2007-04-17,2021-03-10
AFCB,NASDAQ,Stock,USD,2010-01-07,2018-09-28
AFCO,NYSE,Stock,USD,2015-10-20,2017-07-10
AFFMQ,NASDAQ,Stock,USD,2012-05-31,2018-07-30
AFFX,NASDAQ,Stock,USD,2016-01-04,2016-04-01
AFG,NYSE,Stock,USD,1983-04-06,2021-03-10
AFGB,NYSE,Stock,USD,2019-03-19,2021-03-10
AFGC,NYSE,Stock,USD,2019-12-04,2021-03-10
AFGC,NYSE,Stock,USD,2011-08-04,2019-08-29
AFGD,NYSE,Stock,USD,2020-06-03,2021-03-10
AFGE,NYSE,Stock,USD,2014-09-24,2021-03-10
AFGE-CL,NYSE,Stock,USD,2019-11-27,2019-12-20
AFGH,NYSE,Stock,USD,2015-11-18,2020-11-13
AFHIF,NASDAQ,Stock,USD,2013-02-12,2020-11-05
AFI,NYSE,Stock,USD,2016-03-17,2021-03-10
AFIB,NASDAQ,Stock,USD,2020-08-06,2021-03-10
AFIN,NASDAQ,Stock,USD,2018-07-19,2021-03-10
AFINO,NASDAQ,Stock,USD,2020-12-15,2021-03-10
AFINP,NASDAQ,Stock,USD,2019-03-22,2021-03-10
AFK,NYSE ARCA,ETF,USD,2008-07-14,2021-03-10
AFL,NYSE,Stock,USD,1984-07-19,2021-03-10
AFLG,NYSE ARCA,ETF,USD,2019-12-04,2021-03-10
AFM,NYSE,Stock,USD,2012-10-16,2015-10-29
AFMC,NYSE ARCA,ETF,USD,2019-12-04,2021-03-10
AFMD,NASDAQ,Stock,USD,2014-09-12,2021-03-10
AFOP,NASDAQ,Stock,USD,2000-11-30,2016-06-07
AFQ,NYSE,Stock,USD,2010-09-30,2015-10-07
AFRM,NASDAQ,Stock,USD,2021-01-13,2021-03-10
AFSD,NYSE,Stock,USD,2012-09-27,2018-01-10
AFSI,NASDAQ,Stock,USD,2006-11-13,2018-11-29
AFSM,NYSE ARCA,ETF,USD,2019-12-04,2021-03-10
AFT,NYSE,ETF,USD,2011-02-25,2021-03-10
AFTY,NYSE ARCA,ETF,USD,2015-03-12,2021-03-10
AFW,NYSE,Stock,USD,2012-06-14,2017-06-23
AFW-CL,NYSE,Stock,USD,2017-05-30,2017-06-23
AFYA,NASDAQ,Stock,USD,2019-07-19,2021-03-10
AG,NYSE,Stock,USD,2006-11-28,2021-03-10
AGA,NYSE ARCA,ETF,USD,2008-04-16,2018-07-24
AGAC-U,NYSE,Stock,USD,2021-02-26,2021-03-10
AGAM,NASDAQ,Stock,USD,2009-10-21,2010-11-29
AGBA,NASDAQ,Stock,USD,2019-07-31,2021-03-10
AGBAR,NASDAQ,Stock,USD,2019-07-18,2021-03-10
AGBAU,NASDAQ,Stock,USD,2019-05-14,2021-03-10
AGBAW,NASDAQ,Stock,USD,2019-07-30,2021-03-10
AGC,NYSE,ETF,USD,2007-05-25,2018-08-24
AGC,NASDAQ,Stock,USD,2020-12-01,2021-03-10
AGCB,NYSE,Stock,USD,2021-01-07,2021-03-10
AGCO,NYSE,Stock,USD,1992-04-20,2021-03-10
AGCUU,NASDAQ,Stock,USD,2020-10-01,2021-03-10
AGCWW,NASDAQ,Stock,USD,2020-12-07,2021-03-10
AGD,NYSE,ETF,USD,2006-07-27,2021-03-10
AGE,NYSE MKT,Stock,USD,2018-11-29,2021-03-10
AGEN,NASDAQ,Stock,USD,2000-02-08,2021-03-10
AGFS,NASDAQ,Stock,USD,2015-08-03,2021-03-10
AGFSW,NASDAQ,Stock,USD,2015-08-03,2020-08-04
AGFY,NASDAQ,Stock,USD,2021-01-28,2021-03-10
AGG,NYSE ARCA,ETF,USD,2003-09-26,2021-03-10
AGGE,NYSE ARCA,ETF,USD,2016-05-10,2020-02-04
AGGP,NYSE ARCA,ETF,USD,2016-05-10,2021-02-04
AGGRU,NASDAQ,Stock,USD,2021-03-10,2021-03-10
AGGY,NYSE ARCA,ETF,USD,2015-07-09,2021-03-10
AGI,NYSE,Stock,USD,2009-02-13,2021-03-10
AGII,NASDAQ,Stock,USD,1986-11-14,2018-05-04
AGIIL,NASDAQ,Stock,USD,2012-09-25,2018-05-04
AGIO,NASDAQ,Stock,USD,2013-07-24,2021-03-10
AGIXQ,NASDAQ,Stock,USD,2000-08-09,2009-07-06
AGLE,NASDAQ,Stock,USD,2016-04-07,2021-03-10
AGLS,NYSE ARCA,ETF,USD,2010-07-09,2015-08-17
AGM,NYSE,Stock,USD,1995-08-18,2021-03-10
AGM-A,NYSE,Stock,USD,1996-05-30,2021-03-10
AGM-P-A,NYSE,Stock,USD,2013-01-23,2020-09-18
AGM-P-B,NYSE,Stock,USD,2014-09-22,2019-06-11
AGM-P-B-CL,NYSE,Stock,USD,2019-05-14,2019-06-11
AGM-P-C,NYSE,Stock,USD,2014-06-19,2021-03-10
AGM-P-D,NYSE,Stock,USD,2019-05-09,2021-03-10
AGM-P-E,NYSE,Stock,USD,2020-05-14,2021-03-10
AGM-P-F,NYSE,Stock,USD,2020-08-14,2021-03-10
AGMH,NASDAQ,Stock,USD,2018-04-18,2021-03-10
AGN,NYSE,Stock,USD,1989-06-22,2020-05-08
AGN-P-A,NYSE,Stock,USD,2015-02-25,2018-02-28
AGNC,NASDAQ,Stock,USD,2008-05-15,2021-03-10
AGNCB,NASDAQ,Stock,USD,2014-05-09,2019-11-25
AGNCM,NASDAQ,Stock,USD,2019-02-28,2021-03-10
AGNCN,NASDAQ,Stock,USD,2017-08-16,2021-03-10
AGNCO,NASDAQ,Stock,USD,2019-09-27,2021-03-10
AGNCP,NASDAQ,Stock,USD,2020-02-05,2021-03-10
AGNCP,NASDAQ,Stock,USD,2012-04-02,2017-09-18
AGND,NASDAQ,ETF,USD,2013-12-18,2020-05-27
AGO,NYSE,Stock,USD,2004-04-23,2021-03-10
AGO-P-B,NYSE,Stock,USD,2014-09-22,2021-03-10
AGO-P-E,NYSE,Stock,USD,2010-04-01,2021-03-10
AGO-P-F,NYSE,Stock,USD,2014-09-22,2021-03-10
AGOL,NYSE ARCA,ETF,USD,2011-01-14,2015-08-12
AGP,NYSE,Stock,USD,2006-12-28,2012-12-21
AGQ,NYSE ARCA,ETF,USD,2008-12-04,2021-03-10
AGR,NYSE,Stock,USD,2015-12-17,2021-03-10
AGRO,NYSE,Stock,USD,2011-01-28,2021-03-10
AGRX,NASDAQ,Stock,USD,2014-05-23,2021-03-10
AGS,NYSE,Stock,USD,2018-01-26,2021-03-10
AGTC,NASDAQ,Stock,USD,2014-03-27,2021-03-10
AGU,NYSE,Stock,USD,1995-05-05,2017-12-29
AGX,NYSE,Stock,USD,1995-08-18,2021-03-10
AGYS,NASDAQ,Stock,USD,1990-03-26,2021-03-10
AGZ,NYSE ARCA,ETF,USD,2008-11-07,2021-03-10
AGZD,NASDAQ,ETF,USD,2013-12-18,2021-03-10
AHAC,NASDAQ,Stock,USD,2020-12-01,2021-03-10
AHACU,NASDAQ,Stock,USD,2020-09-18,2021-03-10
AHACW,NASDAQ,Stock,USD,2020-11-24,2021-03-10
AHC,NYSE,Stock,USD,2008-02-11,2021-03-10
AHCO,NASDAQ,Stock,USD,2018-05-24,2021-03-10
AHGP,NASDAQ,Stock,USD,2006-05-10,2018-06-01
AHH,NYSE,Stock,USD,2013-05-08,2021-03-10
AHH-P-A,NYSE,Stock,USD,2019-06-12,2021-03-10
AHL,NYSE,Stock,USD,2003-12-05,2019-02-15
AHL-P-B,NYSE,Stock,USD,2003-12-05,2017-06-30
AHL-P-B-CL,NYSE,Stock,USD,2003-12-05,2017-06-30
AHL-P-C,NYSE,Stock,USD,2013-05-07,2021-03-10
AHL-P-D,NYSE,Stock,USD,2016-09-14,2021-03-10
AHL-P-E,NYSE,Stock,USD,2019-08-07,2021-03-10
AHP,NYSE,Stock,USD,2013-11-06,2018-04-23
AHP-P-B,NYSE,Stock,USD,2016-05-02,2018-04-23
AHPAU,NASDAQ,Stock,USD,2016-10-11,2018-10-30
AHPI,NASDAQ,Stock,USD,1992-01-14,2021-03-10
AHS,NYSE,Stock,USD,2001-11-13,2016-10-26
AHT,NYSE,Stock,USD,2003-08-26,2021-03-10
AHT-P-A,NYSE,Stock,USD,2014-09-22,2017-09-15
AHT-P-D,NYSE,Stock,USD,2014-09-22,2021-03-10
AHT-P-F,NYSE,Stock,USD,2016-07-20,2021-03-10
